danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre
0.771,0.733,8,-5.504,1,0.0593,0.000074,0.468,0.0252,0.655,128.029,332529,edm
0.774,0.474,1,-8.953,1,0.29,0.134,0.000015,0.233,0.0893,85.016,117176,rap
0.753,0.88,4,-4.241,0,0.327,0.165,0,0.0948,0.23,98.006,166531,rap
0.663,0.839,4,-5.229,1,0.0557,0.233,0,0.22,0.41,90.974,264827,latin
0.742,0.612,6,-6.55,1,0.0445,0.291,0.000766,0.233,0.194,130.043,183923,pop
0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200,edm
0.719,0.651,7,-5.878,1,0.0274,0.127,0,0.0763,0.288,104.956,219429,rap
0.904,0.75,4,-2.745,0,0.199,0.107,0,0.0437,0.488,97.001,299381,latin
0.776,0.759,10,-5.956,0,0.0458,0.008,0.00234,0.0853,0.52,122.003,264011,pop
0.672,0.587,2,-6.43,0,0.271,0.134,0,0.121,0.313,89.849,150707,rap
0.604,0.681,6,-6.496,0,0.261,0.766,0,0.123,0.462,89.923,143868,rap
0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,184134,pop
0.572,0.942,11,-5.728,0,0.0587,0.00427,0.836,0.425,0.122,127.873,174375,edm
0.601,0.887,9,-2.52,1,0.0629,0.0232,0.000047,0.148,0.527,128.09,187969,edm
0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,205766,rap
0.754,0.974,0,-4.642,1,0.168,0.209,0.00001,0.331,0.402,122.998,168049,edm
0.306,0.494,9,-7.748,1,0.0287,0.0211,0,0.0972,0.161,157.224,235707,rock
0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,208293,rap
0.799,0.608,5,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,121.915,223253,rock
0.35,0.956,11,-3.737,0,0.0807,0.00707,0,0.239,0.668,145.431,193173,pop
0.602,0.841,7,-2.567,1,0.0426,0.0275,0,0.175,0.325,99.957,242687,latin
0.286,0.895,9,-7.547,0,0.0544,0.0368,0.059,0.116,0.391,173.66,391628,rock
0.743,0.798,9,-8.263,1,0.0557,0.00346,0.00131,0.259,0.928,128.968,360427,edm
0.737,0.434,10,-10.363,0,0.0416,0.39,0.000003,0.126,0.216,92.794,252684,pop
0.799,0.404,11,-13.597,0,0.0461,0.11,0,0.387,0.893,131.012,271267,rock
0.753,0.912,8,-2.636,0,0.108,0.145,0,0.346,0.702,124.062,158710,edm
0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,rock
0.936,0.592,7,-6.878,0,0.144,0.014,0,0.137,0.24,124.996,255379,rap
0.77,0.79,10,-5.453,0,0.0814,0.139,0,0.0829,0.872,93.97,195453,edm
0.668,0.74,10,-10.409,1,0.0585,0.0502,0.000031,0.0563,0.916,116.963,303907,latin
0.754,0.721,10,-5.327,1,0.123,0.418,0,0.155,0.832,95.043,182562,rap
0.512,0.262,0,-16.875,1,0.0276,0.313,0.000006,0.456,0.357,108.381,243000,rock
0.524,0.324,8,-7.028,1,0.0374,0.786,0,0.355,0.315,137.569,184317,latin
0.342,0.609,8,-5.68,1,0.0943,0.185,0.00052,0.0799,0.401,82.989,261595,pop
0.756,0.633,0,-7.884,1,0.136,0.201,0.165,0.184,0.415,118.99,199600,edm
0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,249520,latin
0.716,0.674,8,-9.588,0,0.107,0.292,0.0566,0.116,0.529,118.044,243163,pop
0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996,198996,pop
0.696,0.921,0,-3.755,1,0.0363,0.00314,0.000052,0.0842,0.714,119.001,294573,latin
0.733,0.883,3,-4.46,1,0.294,0.0299,0.000001,0.343,0.519,111.023,185946,rap
0.522,0.682,6,-10.183,1,0.0344,0.29,0.000012,0.339,0.529,111.902,261560,pop
0.823,0.552,4,-7.57,0,0.324,0.0174,0,0.122,0.418,124.038,205760,rap
0.716,0.236,11,-10.73,0,0.0579,0.741,0.923,0.145,0.541,79.983,132000,rap
0.365,0.926,5,-7.679,1,0.122,0.314,0.967,0.11,0.206,79.969,359947,rock
0.673,0.983,7,-5.613,1,0.0718,0.001,0.842,0.104,0.379,124.998,208586,edm
0.788,0.747,4,-4.455,0,0.222,0.0198,0,0.386,0.622,164.96,102867,rap
0.751,0.684,8,-3.402,1,0.107,0.179,0,0.12,0.173,110.006,210034,rap
0.735,0.689,9,-5.331,1,0.0456,0.254,0.000002,0.0869,0.78,125.04,235947,latin
0.788,0.771,4,-3.206,0,0.0563,0.291,0.000056,0.172,0.701,99.038,207853,latin
0.624,0.735,2,-6.664,1,0.0621,0.000502,0.932,0.0679,0.339,127.985,377930,edm
0.898,0.543,6,-8.317,0,0.121,0.343,0.000623,0.338,0.359,98.992,305114,latin
0.597,0.715,7,-6.184,0,0.127,0.0226,0,0.224,0.506,95.134,164750,pop
0.894,0.797,9,-7.904,0,0.0449,0.0495,0.229,0.06,0.664,127.027,194173,edm
0.655,0.459,1,-6.168,1,0.277,0.142,0,0.1,0.897,203.364,228987,rap
0.702,0.742,11,-5.397,0,0.119,0.0286,0,0.33,0.808,155.055,215226,rap
0.469,0.676,4,-7.456,0,0.175,0.546,0.000001,0.532,0.557,99.118,194400,latin
0.677,0.872,6,-6.766,1,0.0347,0.0284,0.055,0.103,0.472,118.437,235036,latin
0.658,0.731,11,-7.275,0,0.269,0.00917,0,0.172,0.519,189.919,304080,rap
0.729,0.591,6,-7.544,1,0.0385,0.24,0,0.111,0.42,97.002,226320,latin
0.531,0.752,9,-3.33,0,0.2,0.214,0,0.145,0.884,192.443,177787,latin
0.584,0.79,11,-6.128,1,0.0589,0.0455,0,0.213,0.291,127.972,239062,edm
0.573,0.683,5,-6.644,1,0.176,0.461,0,0.0935,0.817,169.519,142787,rock
0.532,0.916,1,-5.582,0,0.0682,0.000445,0.000676,0.432,0.519,125.959,178049,edm
0.509,0.918,5,-5.343,1,0.042,0.0738,0.000114,0.256,0.106,105.012,395827,pop
0.666,0.855,9,-5.051,0,0.0295,0.179,0.000001,0.0987,0.803,125.639,268427,rock
0.503,0.741,4,-5.128,1,0.047,0.579,0.000001,0.0712,0.458,88.335,207030,edm
0.56,0.826,6,-5.866,0,0.0976,0.00272,0,0.487,0.492,141.974,206676,pop
0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,232800,rock
0.609,0.631,9,-6.333,0,0.0309,0.00084,0.88,0.143,0.0688,130.03,225231,rap
0.674,0.515,5,-9.117,1,0.0284,0.303,0.000034,0.107,0.565,155.843,205640,latin
0.445,0.933,4,-4.335,0,0.0844,0.000551,0.000015,0.321,0.226,130.042,222231,edm
0.58,0.799,9,-12.283,1,0.0306,0.00428,0.00161,0.0326,0.693,128.179,240773,pop
0.41,0.834,5,-5.375,1,0.054,0.0651,0,0.115,0.333,147.982,255400,rock
0.83,0.62,6,-4.241,1,0.0481,0.226,0.000656,0.0775,0.827,92.047,193444,latin
0.506,0.735,7,-4.827,1,0.143,0.23,0,0.231,0.32,131.333,210687,edm
0.473,0.598,6,-5.101,0,0.0268,0.0315,0.00779,0.125,0.0565,93.022,239947,rock
0.335,0.33,0,-8.302,1,0.031,0.472,0.41,0.164,0.04,75.07,208000,pop
0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,latin
0.663,0.866,7,-7.046,0,0.0369,0.00125,0.4,0.0346,0.283,122.997,425123,edm
0.769,0.757,4,-5.424,0,0.0526,0.146,0,0.062,0.881,118.98,218440,latin
0.51,0.931,11,-3.302,1,0.347,0.0738,0,0.5,0.53,201.936,268867,rap
0.796,0.742,6,-3.424,0,0.174,0.171,0,0.0516,0.804,175.913,172112,rap
0.643,0.839,1,-5.735,1,0.137,0.0016,0.00287,0.421,0.211,128.101,172505,edm
0.717,0.563,9,-6.174,0,0.027,0.433,0,0.255,0.581,122.533,264267,rock
0.763,0.727,3,-10.549,0,0.13,0.0433,0.000256,0.676,0.531,115.02,284308,edm
0.75,0.951,1,-4.633,1,0.134,0.0265,0,0.302,0.666,128.029,139687,edm
0.599,0.164,0,-23.035,1,0.0475,0.888,0.000612,0.121,0.317,125.388,280493,rock
0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,189293,rock
0.504,0.354,4,-11.3,1,0.0339,0.29,0.000005,0.157,0.292,140.87,303587,rock
0.755,0.828,1,-4.443,1,0.0356,0.0271,0.0291,0.0799,0.729,109.011,177781,latin
0.749,0.734,7,-6.104,1,0.145,0.171,0,0.18,0.693,112.054,169821,latin
0.42,0.9,11,-7.268,1,0.05,0.000079,0.000254,0.106,0.459,135.918,218240,rock
0.554,0.851,6,-10.526,0,0.0334,0.006,0.0242,0.405,0.96,128.103,196800,pop
0.562,0.944,4,-5.369,0,0.0411,0.00443,0.577,0.294,0.276,129.997,198462,edm
0.485,0.463,7,-11.059,0,0.0524,0.549,0.00106,0.116,0.383,98.047,200733,pop
0.709,0.278,4,-13.011,0,0.0353,0.46,0.00719,0.098,0.458,141.268,202400,rock
0.511,0.917,5,-4.654,1,0.0826,0.000136,0,0.27,0.177,125.001,197390,rock
0.691,0.812,0,-7.772,1,0.0558,0.0433,0.000001,0.299,0.685,127.568,220627,rock
0.583,0.985,1,-1.826,1,0.0425,0.0264,0.366,0.489,0.494,108.004,244444,edm
0.63,0.906,3,-4.877,0,0.155,0.0776,0.000002,0.175,0.343,128.096,204375,edm
0.813,0.727,5,-6.913,0,0.164,0.229,0.4,0.113,0.607,110.985,207914,edm
0.886,0.316,1,-8.683,1,0.0677,0.0987,0.0166,0.108,0.0389,135.006,142222,rap
0.806,0.521,5,-5.438,0,0.288,0.0135,0.0406,0.0628,0.475,188.114,198032,latin
0.496,0.801,11,-7.092,0,0.156,0.0129,0,0.1,0.365,128.001,163259,edm
0.433,0.914,11,-3.4,1,0.0985,0.00301,0,0.296,0.635,163.759,230093,rock
0.288,0.555,7,-7.431,1,0.0401,0.00312,0.0513,0.27,0.307,158.699,247040,rock
0.655,0.726,9,-4.614,0,0.0324,0.0587,0.00311,0.145,0.292,128.001,209493,edm
0.633,0.454,1,-12.203,1,0.046,0.0252,0.000001,0.302,0.285,160.131,207324,rap
0.458,0.692,0,-8.383,1,0.0388,0.625,0,0.827,0.636,121.875,204493,latin
0.538,0.48,7,-9.863,1,0.0268,0.204,0.0462,0.0955,0.834,171.773,187280,rock
0.591,0.737,7,-4.925,1,0.0309,0.0314,0.000022,0.0987,0.43,105.034,265143,edm
0.907,0.765,4,-7.043,1,0.426,0.0512,0,0.153,0.896,142.992,188048,rap
0.697,0.919,7,-3.867,1,0.0792,0.432,0.0206,0.0882,0.683,179.988,232227,latin
0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,179600,rock
0.479,0.549,11,-10.551,0,0.373,0.57,0.0239,0.127,0.576,180.985,252187,rap
0.849,0.783,1,-5.419,1,0.164,0.391,0,0.311,0.645,95,192293,latin
0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697,243573,rock
0.682,0.952,1,-6.965,0,0.0497,0.00113,0.83,0.0455,0.187,127.995,352505,latin
0.502,0.952,2,-5.527,1,0.0997,0.000272,0.000004,0.521,0.351,136.091,204874,rock
0.803,0.875,0,-5.933,1,0.0467,0.00115,0.882,0.0471,0.427,126.998,281374,edm
0.519,0.814,6,-2.884,1,0.0547,0.0114,0,0.0676,0.381,127.968,199849,pop
0.754,0.653,7,-5.095,1,0.0611,0.0944,0,0.383,0.379,123.084,179746,pop
0.804,0.372,11,-10.453,0,0.243,0.495,0.891,0.0944,0.591,166.115,161928,rap
0.552,0.89,8,-3.409,1,0.0342,0.000143,0,0.888,0.716,146.525,232680,pop
0.719,0.766,4,-8.086,0,0.286,0.37,0,0.149,0.639,83.973,133866,rap
0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,pop
0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,230762,edm
0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,pop
0.598,0.532,3,-6.833,0,0.0295,0.0668,0.000003,0.0617,0.261,74.963,262521,pop
0.707,0.703,7,-5.626,1,0.0533,0.542,0.000009,0.131,0.759,77.003,203576,latin
0.618,0.748,0,-8.905,1,0.358,0.0384,0.000004,0.0473,0.663,134.114,191947,rock
0.491,0.938,0,-4.726,1,0.182,0.0108,0,0.107,0.452,164.011,172173,rock
0.658,0.486,7,-12.389,1,0.335,0.53,0.0312,0.168,0.524,98.115,133163,edm
0.674,0.864,6,-6.322,0,0.211,0.0399,0.0259,0.2,0.63,102.016,188697,edm
0.253,0.72,8,-5.973,1,0.056,0.159,0.0157,0.155,0.132,70.515,214400,rap
0.819,0.611,8,-12.228,1,0.147,0.0201,0.000025,0.0671,0.961,174.049,206333,latin
0.735,0.668,7,-10.563,1,0.198,0.0176,0.831,0.0662,0.479,179.988,351999,edm
0.623,0.529,0,-12.419,1,0.0353,0.17,0.0201,0.489,0.603,132.74,138400,rock
0.672,0.833,0,-4.008,0,0.0319,0.0752,0.000061,0.333,0.33,124.956,175750,latin
0.584,0.872,10,-3.477,0,0.0616,0.114,0,0.139,0.815,94.018,188933,rap
0.467,0.382,0,-13.807,1,0.0264,0.236,0.125,0.187,0.704,81.754,350467,rap
0.467,0.262,6,-15.547,1,0.0824,0.664,0.879,0.0659,0.202,70.028,160000,rap
0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200467,pop
0.771,0.671,9,-5.731,1,0.074,0.322,0,0.0444,0.909,89.999,186373,latin
0.673,0.805,2,-8.797,1,0.0369,0.397,0,0.131,0.82,96.004,169307,rock
0.572,0.524,5,-3.113,1,0.24,0.152,0,0.172,0.306,124.307,163492,rap
0.818,0.577,10,-6.914,0,0.224,0.00628,0.000144,0.317,0.5,93.537,249160,latin
0.383,0.893,7,-8.638,1,0.037,0.026,0,0.0251,0.803,205.544,246933,rock
0.86,0.687,9,-7.203,0,0.433,0.399,0,0.67,0.622,100.934,303027,rap
0.577,0.934,0,-3.519,0,0.178,0.0555,0,0.103,0.393,125.923,206667,edm
0.653,0.167,5,-19.743,1,0.0396,0.958,0.931,0.0986,0.461,75.962,106899,rap
0.639,0.862,10,-3.292,1,0.0341,0.049,0.000007,0.264,0.596,117.011,207613,pop
0.647,0.86,11,-5.765,1,0.0433,0.0133,0.00016,0.136,0.785,117.97,270507,pop
0.831,0.583,5,-7.156,0,0.146,0.0783,0.000001,0.116,0.656,119.967,194940,rap
0.467,0.873,8,-6.57,1,0.12,0.032,0,0.339,0.142,149.902,255897,edm
0.644,0.758,5,-7.859,1,0.0458,0.000259,0.0708,0.0726,0.758,108.99,237120,pop
0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840,pop
0.507,0.516,4,-8.461,1,0.0408,0.309,0.000628,0.132,0.0597,82.464,206578,edm
0.766,0.614,5,-8.209,0,0.154,0.105,0,0.147,0.57,155.992,175385,rap
0.641,0.812,0,-5.952,0,0.261,0.173,0,0.394,0.685,84.505,281053,rap
0.906,0.832,5,-3.004,0,0.0718,0.0909,0,0.152,0.751,104.03,159753,pop
0.711,0.841,6,-4.775,0,0.0917,0.231,0.000098,0.191,0.964,176.027,257880,latin
0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.475,224693,rock
0.813,0.705,6,-4.21,1,0.0443,0.148,0.000002,0.156,0.462,99.983,199200,latin
0.77,0.599,0,-4.579,1,0.159,0.36,0.000001,0.238,0.858,175.945,182045,latin
0.798,0.815,11,-3.322,1,0.323,0.0267,0,0.342,0.732,109.83,152907,rap
0.532,0.484,9,-6.933,0,0.136,0.627,0,0.0863,0.634,99.176,220928,rap
0.945,0.565,2,-6.194,1,0.159,0.113,0.000007,0.0686,0.509,119.938,128880,rap
0.621,0.92,6,-6,0,0.141,0.000304,0,0.228,0.661,149.981,208627,pop
0.643,0.61,6,-8.035,0,0.036,0.0061,0.0531,0.204,0.587,139.96,195612,rock
0.84,0.596,6,-4.319,0,0.0918,0.216,0,0.0897,0.71,139.937,221214,rap
0.622,0.942,11,-1.945,0,0.0422,0.0497,0.00336,0.138,0.589,125.946,158520,edm
0.72,0.802,1,-5.797,1,0.0582,0.0921,0,0.694,0.723,124.043,229360,pop
0.711,0.62,11,-10.174,0,0.212,0.0175,0,0.134,0.805,179.817,217627,rap
0.591,0.645,10,-4.062,1,0.045,0.0395,0.00134,0.112,0.0627,125.983,202719,edm
0.258,0.968,7,-3.877,1,0.112,0.000852,0.627,0.826,0.21,185.35,218595,rock
0.72,0.644,4,-11.922,0,0.0743,0.799,0.323,0.0888,0.106,109.997,253091,edm
0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.656,113.762,236093,rock
0.624,0.719,2,-9.87,1,0.0278,0.0307,0.0489,0.322,0.724,129.552,213933,rock
0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,pop
0.579,0.886,9,-4.964,1,0.499,0.127,0.000715,0.334,0.32,159.95,197682,edm
0.878,0.855,9,0.642,1,0.094,0.0906,0,0.174,0.33,123.991,112273,rap
0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587,rock
0.674,0.647,5,-6.105,1,0.0474,0.000395,0.00203,0.0696,0.287,124.048,208138,pop
0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093,rock
0.44,0.804,6,-6.079,0,0.344,0.112,0,0.171,0.379,85.214,231818,rap
0.459,0.741,4,-6.43,0,0.0495,0.000189,0,0.481,0.344,189.879,231013,pop
0.596,0.39,11,-9.708,0,0.225,0.596,0.000368,0.487,0.652,176,225682,pop
0.611,0.969,11,-4.005,0,0.162,0.00175,0.000002,0.486,0.701,128.088,148594,edm
0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,rock
0.63,0.41,9,-16.536,0,0.032,0.247,0.000002,0.0627,0.71,125.964,277573,rock
0.852,0.523,5,-6.716,0,0.032,0.0833,0,0.106,0.65,130.154,237533,rock
0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.765,128.007,283748,pop
0.704,0.636,11,-6.652,0,0.059,0.0655,0,0.579,0.55,121.96,177520,latin
0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,214960,rock
0.791,0.44,0,-8.443,1,0.0416,0.64,0,0.0926,0.553,110.105,279507,rap
0.788,0.673,10,-7.788,0,0.145,0.285,0.000042,0.0634,0.634,117.552,154267,rap
0.716,0.825,0,-6.738,1,0.0609,0.00178,0.0407,0.11,0.149,124.956,108294,edm
0.82,0.801,5,-5.283,0,0.134,0.0844,0.000032,0.342,0.512,120.097,201500,edm
0.895,0.83,5,-3.929,1,0.332,0.24,0,0.108,0.709,124.979,200640,rap
0.63,0.688,2,-9.816,1,0.0266,0.124,0.000048,0.158,0.893,124.825,218040,rock
0.688,0.647,2,-7.759,1,0.196,0.0926,0,0.116,0.565,87.818,200647,rap
0.431,0.698,4,-11.626,1,0.0336,0.00185,0.000003,0.232,0.774,128.932,209067,rock
0.882,0.53,5,-5.771,0,0.0379,0.0187,0,0.097,0.256,99.015,206280,pop
0.428,0.53,7,-9.295,0,0.0455,0.261,0.000495,0.0934,0.052,155.017,151778,edm
0.802,0.776,8,-6.903,0,0.112,0.16,0,0.0969,0.687,109.996,225273,pop
0.588,0.698,10,-5.92,1,0.0353,0.026,0,0.343,0.223,136.312,230013,rock
0.687,0.778,1,-6.623,0,0.101,0.209,0,0.117,0.865,172.047,240733,latin
0.535,0.863,9,-7.937,1,0.0369,0.00126,0.0175,0.191,0.578,87.599,273893,rock
0.847,0.798,9,-4.926,1,0.05,0.222,0,0.0675,0.961,121.981,228545,latin
0.672,0.96,4,-4.489,1,0.138,0.000443,0.224,0.0269,0.342,128.049,268125,edm
0.876,0.647,11,-3.917,1,0.28,0.16,0,0.238,0.961,86.993,223067,rap
0.617,0.771,10,-5.586,0,0.112,0.0384,0.000003,0.162,0.553,180.002,267747,latin
0.628,0.797,7,-5.728,1,0.0265,0.127,0.000014,0.134,0.349,119.034,232220,rock
0.309,0.97,11,-4.073,1,0.101,0.000125,0.507,0.394,0.0339,100.384,171304,edm
0.443,0.973,1,-4.293,0,0.0668,0.000026,0.000006,0.238,0.394,140.018,213000,rock
0.701,0.852,0,-4.908,1,0.0339,0.423,0.00474,0.202,0.433,104.988,189267,pop
0.592,0.693,7,-4.934,0,0.0395,0.397,0.000029,0.242,0.255,120.076,210840,pop
0.652,0.952,2,-6.402,1,0.0844,0.313,0.000255,0.431,0.699,141.891,295280,latin
0.489,0.796,3,-7.567,1,0.234,0.0122,0.000009,0.148,0.63,88.923,162809,edm
0.547,0.795,8,-3.721,1,0.0489,0.145,0,0.11,0.723,118.118,186805,pop
0.406,0.738,9,-4.64,1,0.0439,0.00138,0.0117,0.154,0.31,150.886,255806,rock
0.396,0.887,9,-3.682,1,0.0563,0.000051,0.354,0.351,0.253,175.919,190387,pop
0.431,0.956,0,-12.742,1,0.0339,0.00215,0.668,0.122,0.227,96.801,68147,rock
0.717,0.543,1,-8.536,1,0.062,0.358,0.0104,0.0906,0.55,82.974,163374,pop
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,pop
0.731,0.478,9,-13.217,0,0.136,0.792,0.000559,0.0986,0.128,110.104,251182,rap
0.839,0.603,7,-7.65,1,0.0486,0.0111,0.000002,0.132,0.515,115.992,236043,edm
0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,219507,latin
0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,rap
0.833,0.626,9,-7.715,1,0.188,0.447,0,0.0805,0.409,92.013,212733,latin
0.225,0.501,3,-8.296,1,0.0341,0.112,0,0.0685,0.111,143.912,452389,pop
0.192,0.824,7,-2.605,1,0.041,0.0854,0.00284,0.182,0.347,169.964,355867,rock
0.719,0.918,5,-6.514,0,0.192,0.0774,0.0956,0.103,0.535,147.932,188883,rap
0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504,latin
0.393,0.825,3,-1.746,1,0.06,0.0238,0.000003,0.0951,0.544,99.188,241360,pop
0.547,0.372,2,-12.4,0,0.0355,0.00709,0,0.256,0.19,120.069,223000,edm
0.849,0.894,11,-1.744,0,0.352,0.143,0.00462,0.024,0.582,153.932,239398,rap
0.738,0.717,1,-5.121,1,0.0573,0.062,0,0.205,0.5,98.047,139813,pop
0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,193321,pop
0.747,0.7,2,-7.359,1,0.287,0.465,0.000002,0.144,0.53,87.979,190909,rap
0.795,0.779,11,-5.413,1,0.177,0.109,0.000014,0.0836,0.783,95.045,211787,rap
0.562,0.799,3,-5.443,0,0.0739,0.00382,0.00514,0.146,0.0522,127.912,193135,edm
0.837,0.843,0,-7.053,1,0.0662,0.00192,0.25,0.261,0.409,129.006,490057,pop
0.206,0.785,6,-5.168,1,0.0376,0.0988,0.000011,0.0869,0.214,145.226,194047,edm
0.483,0.667,8,-6.243,1,0.0912,0.0715,0,0.0676,0.64,96.028,147741,edm
0.777,0.853,0,-2.993,0,0.0453,0.0486,0.000006,0.0956,0.516,124.991,192533,pop
0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,211680,pop
0.23,0.684,9,-9.467,0,0.0368,0.462,0.818,0.312,0.0984,155.14,432867,rock
0.62,0.529,7,-7.976,1,0.0306,0.158,0,0.228,0.63,103.18,351000,rock
0.645,0.996,6,-3.237,1,0.126,0.00405,0.0285,0.152,0.648,127.97,146250,latin
0.359,0.489,5,-10.294,1,0.0329,0.659,0.000167,0.0999,0.195,146.655,477018,rock
0.536,0.972,2,-2.387,1,0.0737,0.000169,0.801,0.149,0.431,128.02,306133,edm
0.555,0.702,1,-5.002,1,0.26,0.518,0,0.086,0.0883,133.036,221964,latin
0.53,0.952,2,-5.105,1,0.0577,0.000837,0.0119,0.262,0.433,110.98,290187,rock
0.896,0.636,11,-5.919,1,0.317,0.023,0,0.126,0.381,92.973,176733,rap
0.491,0.607,4,-6.333,0,0.0668,0.0125,0.000002,0.289,0.166,176.112,189333,pop
0.63,0.934,4,-2.559,1,0.0589,0.0186,0,0.324,0.905,89.992,182960,pop
0.716,0.871,0,-7.336,0,0.0606,0.0287,0.000006,0.117,0.967,123.851,188720,latin
0.736,0.827,3,-6.273,0,0.0344,0.091,0.00509,0.315,0.878,117.024,309173,pop
0.73,0.412,2,-15.13,1,0.0844,0.578,0.475,0.119,0.232,114.989,141913,edm
0.659,0.619,2,-8.377,1,0.0277,0.00356,0.000726,0.134,0.692,99.998,326470,rap
0.729,0.884,9,-5.302,0,0.0492,0.00552,0.176,0.316,0.721,124.974,149177,edm
0.5,0.867,10,-5.344,0,0.346,0.0815,0,0.59,0.802,154.379,256573,rap
0.376,0.916,2,-4.496,1,0.0319,0.19,0.132,0.157,0.738,94.3,241160,rock
0.606,0.873,10,-3.746,0,0.0785,0.000052,0.35,0.087,0.303,128.007,333755,edm
0.249,0.804,10,-3.233,1,0.0502,0.0201,0,0.262,0.389,155.066,192893,rock
0.651,0.898,11,-4.942,1,0.0391,0.152,0,0.11,0.599,126.05,240893,pop
0.603,0.865,9,-6.913,1,0.034,0.00991,0.0227,0.203,0.287,123.987,189498,edm
0.442,0.431,0,-9.007,0,0.0382,0.0102,0.000202,0.118,0.0707,109.128,195361,pop
0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,268005,rap
0.792,0.816,3,-4.751,1,0.254,0.51,0,0.356,0.809,96.038,232493,latin
0.765,0.726,7,-5.943,1,0.0308,0.0258,0.000017,0.213,0.963,113.982,175600,rock
0.677,0.879,11,-4.361,1,0.0426,0.0184,0.000162,0.0768,0.725,112.026,170893,edm
0.583,0.954,4,-4.786,0,0.0382,0.0204,0.0011,0.0832,0.429,126.012,186905,edm
0.753,0.832,10,-8.218,0,0.0799,0.0186,0.000354,0.0414,0.781,126.999,206893,edm
0.699,0.634,0,-5.625,1,0.165,0.0416,0.000006,0.542,0.482,78.982,204304,rap
0.476,0.388,0,-9.262,0,0.0305,0.3,0.00254,0.104,0.151,150.038,365160,pop
0.925,0.752,6,-4.523,0,0.153,0.0149,0,0.0706,0.743,96.966,184733,latin
0.564,0.888,5,-6.763,1,0.0325,0.0109,0.000067,0.177,0.526,91.989,295957,rock
0.52,0.588,4,-5.718,1,0.0499,0.0811,0.000264,0.128,0.539,170.019,222960,pop
0.855,0.926,7,-3.864,1,0.0477,0.198,0.358,0.139,0.911,124.991,178560,latin
0.803,0.613,1,-9.568,1,0.191,0.0491,0,0.109,0.164,122.024,163356,edm
0.672,0.738,0,-7.045,1,0.0506,0.0178,0.000068,0.0927,0.392,107.938,277040,latin
0.703,0.534,10,-9.853,0,0.0438,0.0472,0.449,0.1,0.351,111.995,203776,latin
0.769,0.881,0,-3.896,1,0.0406,0.467,0.000021,0.121,0.805,103.048,220707,latin
0.886,0.629,1,-4.404,0,0.306,0.051,0.000008,0.121,0.487,158.002,182491,rap
0.752,0.855,8,-3.149,1,0.147,0.461,0,0.351,0.971,84.924,186361,latin
0.781,0.943,7,-5.738,0,0.101,0.246,0.000008,0.253,0.651,135.005,207933,rock
0.535,0.523,1,-5.924,1,0.0262,0.0913,0.000012,0.781,0.63,91.031,290267,latin
