,playlist_genre,z_i_danceability,z_i_energy,z_i_key,z_i_loudness,z_i_mode,z_i_speechiness,z_i_acousticness,z_i_instrumentalness,z_i_liveness,z_i_valence,z_i_tempo,z_i_duration_ms,z_i_playlist_genre
20010,latin,0.8982706,0.6679419,0.8181818,0.9113216,1.0,0.1288483,0.110664,0.0005322,0.0736948,0.6821393,0.3994152,0.4331037,0.6666667
20011,pop,0.595117,0.5249169,0.6363636,0.8493389,0.0,0.0931585,0.0342052,2.62e-05,0.1395582,0.5378406,0.7619045,0.3731866,0.5
20012,edm,0.415056,0.8939814,0.0909091,0.8641326,0.0,0.0834664,0.011167,0.0173038,0.1355422,0.2774975,0.571963,0.3840077,0.8333333
20013,edm,0.6337742,0.822969,1.0,0.896025,0.0,0.0598632,0.2867203,0.0,0.1656627,0.6407669,0.5817019,0.2736809,0.8333333
20014,pop,0.7609359,0.5239167,0.7272727,0.8559604,1.0,0.0385405,0.416499,0.0,0.1114458,0.667003,0.4313695,0.4689671,0.5
20015,edm,0.5676501,0.9899982,0.6363636,0.9242085,1.0,0.2234892,0.002163,0.6549296,0.6475904,0.4207871,0.6126528,0.5042934,0.8333333
20016,latin,0.9471007,0.3868927,0.0909091,0.7820338,1.0,0.4697834,0.0885312,0.0,0.1365462,0.3794147,0.5719721,0.3413811,0.6666667
20017,rap,0.7650051,0.8789788,0.0909091,0.876768,1.0,0.2736602,0.2263581,0.0,0.1305221,0.6932392,0.3996059,0.4538643,0.3333333
20018,latin,0.8351984,0.8579751,0.7272727,0.8467196,1.0,0.0516534,0.5181087,0.0,0.2459839,0.975782,0.4417531,0.4454818,0.6666667
20019,rap,0.4852492,0.8079664,0.5454545,0.8786329,0.0,0.0639681,0.0076962,3.42e-05,0.1797189,0.2643794,0.6586546,0.447829,0.3333333
20020,edm,0.7700916,0.8849799,0.6363636,0.866228,0.0,0.1664766,0.0009266,0.9245473,0.0485944,0.2603431,0.5811934,0.4301201,0.8333333
20021,rock,0.5890132,0.5759258,0.0,0.7718081,1.0,0.0427594,0.0253521,0.0432596,0.1305221,0.19778,0.4770944,0.4673323,0.1666667
20022,pop,0.6419125,0.7859625,0.8181818,0.8629173,1.0,0.0402509,0.0072032,0.0,0.1204819,0.7679112,0.4632285,0.4327183,0.5
20023,rock,0.7039674,0.7399545,0.0,0.8168388,1.0,0.0375143,0.0727364,8.85e-05,0.1365462,0.8718466,0.6686614,0.411514,0.1666667
20024,rock,0.5747711,0.7969645,1.0,0.8805817,1.0,0.032041,0.001328,0.0016197,0.0833333,0.6316852,0.4858026,0.4101983,0.1666667
20025,rock,0.3051882,0.8939814,0.1818182,0.8101335,0.0,0.1242873,0.0518109,0.000335,0.125502,0.2704339,0.5386149,0.5169226,0.1666667
20026,pop,0.7589013,0.8729778,0.6363636,0.8935943,1.0,0.1459521,0.0245473,0.0,0.3554217,0.8244198,0.6722981,0.4244623,0.5
20027,rock,0.3387589,0.279874,0.0909091,0.703602,1.0,0.036488,0.4295775,2e-06,0.1305221,0.2785066,0.5942103,0.3575641,0.1666667
20028,rock,0.4771109,0.9579926,0.3636364,0.902416,0.0,0.0986317,0.001841,0.001167,0.1074297,0.2643794,0.3495859,0.4736926,0.1666667
20029,latin,0.8118006,0.7479559,0.0909091,0.7463487,1.0,0.0507412,0.006167,0.9044266,0.1014056,0.1574168,0.5720493,0.7751134,0.6666667
20030,edm,0.7436419,0.8539744,0.4545455,0.8761603,0.0,0.1698974,0.0025755,1.51e-05,0.3875502,0.6569122,0.6817781,0.4188319,0.8333333
20031,edm,0.4750763,0.7079489,0.6363636,0.8632316,0.0,0.0960091,0.0330986,0.0,0.1044177,0.5005045,0.9080553,0.3405928,0.8333333
20032,rap,0.3947101,0.5959293,1.0,0.8654946,0.0,0.0466363,0.0097586,6e-06,0.3273092,0.2774975,0.7475256,0.4378798,0.3333333
20033,edm,0.9399797,0.799965,0.1818182,0.8829495,1.0,0.0659065,0.110664,0.7142857,0.088253,0.29667,0.5811207,0.3166637,0.8333333
20034,pop,0.5188199,0.8819793,0.7272727,0.8547032,0.0,0.1812999,0.0015895,0.0020724,0.0767068,0.6589304,0.6993308,0.4140071,0.5
20035,rock,0.5167854,0.4929113,0.0,0.7891792,1.0,0.0372862,0.4557344,0.0,0.2419679,0.4712412,0.5796588,0.4072848,0.1666667
20036,rock,0.5208545,0.8719776,0.1818182,0.8037843,0.0,0.0633979,1.51e-05,0.0079779,0.246988,0.5358224,0.5217887,0.4622195,0.1666667
20037,edm,0.5727365,0.88598,1.0,0.8230832,0.0,0.0440137,0.0016901,0.0014286,0.2098394,0.592331,0.5719449,0.3443919,0.8333333
20038,latin,0.7110885,0.7239517,0.6363636,0.9079689,1.0,0.0305587,0.007002,7.24e-05,0.2088353,0.2159435,0.5492708,0.3242327,0.6666667
20039,rock,0.5503561,0.8219688,0.2727273,0.7432475,1.0,0.0558723,0.2152918,0.003159,0.0523092,0.7255298,0.5296615,0.4086335,0.1666667
20040,edm,0.6978637,0.799965,0.4545455,0.9032752,0.0,0.036146,0.005171,4.43e-05,0.2248996,0.2633703,0.5450575,0.365894,0.8333333
20041,rap,0.7955239,0.6299352,0.0909091,0.8542003,1.0,0.1847206,0.0016197,0.0,0.1516064,0.2976791,0.3564826,0.4920107,0.3333333
20042,rap,0.7080366,0.4268997,0.7272727,0.8115165,0.0,0.3614595,0.2293763,0.0,0.2600402,0.9656912,0.3857082,0.2834647,0.3333333
20043,rap,0.8921668,0.8219688,0.6363636,0.7904574,1.0,0.267959,0.0134809,0.0021932,0.5983936,0.7810293,0.4313423,0.6140013,0.3333333
20044,rock,0.5300102,0.6539394,0.7272727,0.8267502,1.0,0.0457241,0.4547284,6.14e-05,0.0987952,0.1261352,0.6314176,0.5141979,0.1666667
20045,rock,0.4730417,0.959993,0.5454545,0.8918132,1.0,0.0903079,0.0002314,0.0,0.1295181,0.4339051,0.5993771,0.4900119,0.1666667
20046,rock,0.4720244,0.9439902,0.0909091,0.8620372,1.0,0.1220068,0.015996,6e-06,0.3855422,0.7225025,0.6259376,0.299021,0.1666667
20047,latin,0.6785351,0.9799965,0.6363636,0.916644,0.0,0.081756,0.0588531,0.9285714,0.315261,0.4863774,0.5811843,0.2935151,0.6666667
20048,latin,0.8697864,0.9119846,0.9090909,0.8720324,0.0,0.1653364,0.1841046,0.0,0.12249,0.8930373,0.4725133,0.2978202,0.6666667
20049,latin,0.5198372,0.5989298,0.0,0.7871467,1.0,0.3261117,0.1307847,0.0,0.1004016,0.4904137,0.417894,0.4229968,0.6666667
20050,latin,0.8138352,0.7399545,0.9090909,0.8785701,0.0,0.054618,0.1851107,0.0,0.0560241,0.7820383,0.4087818,0.4324556,0.6666667
20051,rap,0.8758901,0.6659415,0.7272727,0.8647403,0.0,0.391106,0.0021932,0.0,0.2730924,0.8607467,0.658523,0.3865729,0.3333333
20052,latin,0.6917599,0.3208812,0.4545455,0.7439599,1.0,0.0428734,0.7957746,5e-06,0.125502,0.419778,0.5031827,0.4125766,0.6666667
20053,edm,0.4506612,0.9479909,0.3636364,0.9043438,1.0,0.1231471,0.0124748,4e-06,0.1315261,0.3440969,0.5808256,0.3823106,0.8333333
20054,latin,0.7212614,0.8019653,0.8181818,0.8838296,0.0,0.0972634,0.6549296,3e-06,0.0509036,0.864783,0.8039246,0.4933419,0.6666667
20055,rap,0.3346897,0.7859625,0.9090909,0.8091486,0.0,0.0541619,1.91e-05,0.2424547,0.1124498,0.3037336,0.6394448,0.6531072,0.3333333
20056,rap,0.6805697,0.536919,0.9090909,0.7511892,0.0,0.0716078,0.2545272,0.8098592,0.1586345,0.7315843,0.7082342,0.2379868,0.3333333
20057,rap,0.7385554,0.6339359,0.1818182,0.8298724,1.0,0.0903079,0.556338,4e-06,0.0919679,0.320888,0.4811534,0.2390962,0.3333333
20058,pop,0.6754832,0.8309704,0.1818182,0.8795759,0.0,0.0496009,0.11167,1e-06,0.0598394,0.7023209,0.5677951,0.3775832,0.5
20059,latin,0.7253306,0.7749606,0.1818182,0.8136119,1.0,0.0927024,0.6730382,1.11e-05,0.3544177,0.764884,0.4999637,0.3723692,0.6666667
20060,rock,0.6307223,0.7299527,0.1818182,0.8135071,1.0,0.2383124,0.010161,4.83e-05,0.626506,0.5277497,0.4359098,0.442469,0.1666667
20061,rap,0.6948118,0.8069662,0.7272727,0.7980638,1.0,0.2930445,0.0507042,0.0,0.2118474,0.740666,0.7628989,0.5154454,0.3333333
20062,rap,0.5401831,0.6139324,0.4545455,0.7900174,0.0,0.3386545,0.6307847,1.11e-05,0.1716867,0.641776,0.3690909,0.343195,0.3333333
20063,rap,0.7975585,0.8919811,0.6363636,0.9251095,1.0,0.4618016,0.1559356,0.0,0.2058233,0.7315843,0.6805659,0.2775345,0.3333333
20064,latin,0.7497457,0.6239342,0.4545455,0.8635668,0.0,0.2269099,0.0149899,0.0,0.1455823,0.8102926,0.7810871,0.4257041,0.6666667
20065,pop,0.6154629,0.9019828,0.9090909,0.8600046,0.0,0.0582668,0.0186117,1e-06,0.0536145,0.8829465,0.6020921,0.3864989,0.5
20066,rap,0.4557477,0.9399895,0.4545455,0.93588,1.0,0.1062714,0.1509054,0.0005976,0.3694779,0.7396569,0.5473367,0.5483486,0.3333333
20067,rap,0.7477111,0.25687,0.1818182,0.7624416,0.0,0.0915621,0.445674,1e-06,0.1134538,0.7366297,0.474965,0.125671,0.3333333
20068,rock,0.224822,0.4729078,0.8181818,0.795235,1.0,0.0343216,0.4014085,3e-06,0.1204819,0.1775984,0.3575132,0.6473988,0.1666667
20069,rap,0.8341811,0.7409547,0.1818182,0.7813633,1.0,0.1391106,0.0907445,0.0,0.1355422,0.4328961,0.5810027,0.4387128,0.3333333
20070,latin,0.8311292,0.8529743,0.3636364,0.8493389,1.0,0.1368301,0.0087324,0.0,0.3514056,0.6104945,0.5763898,0.4009264,0.6666667
20071,pop,0.6154629,0.6679419,0.6363636,0.8786749,1.0,0.0464082,0.4024145,0.0130785,0.5963855,0.419778,0.6539191,0.4651778,0.5
20072,pop,0.5788403,0.725952,0.3636364,0.8613247,1.0,0.2029647,0.1006036,0.0,0.2449799,0.3763875,0.8442421,0.3594013,0.5
20073,edm,0.8697864,0.4989123,0.6363636,0.8292857,1.0,0.0755986,0.0308853,0.0112676,0.1485944,0.308779,0.5632185,0.3874837,0.8333333
20074,edm,0.7355036,0.9139849,0.6363636,0.7771724,1.0,0.0913341,0.0061167,0.8832998,0.1044177,0.6690212,0.5810072,0.2294136,0.8333333
20075,pop,0.6490336,0.7129498,0.4545455,0.8376045,1.0,0.0442417,0.0010362,0.0002425,0.0467871,0.7093845,0.5265196,0.3671396,0.5
20076,edm,0.7121058,0.822969,0.4545455,0.8628753,0.0,0.0446978,0.0110664,3e-06,0.1034137,0.5489405,0.5719312,0.4009264,0.8333333
20077,rap,0.8921668,0.4769085,0.8181818,0.8186619,0.0,0.0669327,0.3088531,0.0,0.0932731,0.5570131,0.5767167,0.4335124,0.3333333
20078,pop,0.7131231,0.7499562,0.0909091,0.8764327,0.0,0.0519954,0.0110664,0.0002002,0.125502,0.5731584,0.5151962,0.4594695,0.5
20079,edm,0.5005086,0.8009652,1.0,0.8851916,0.0,0.0646522,0.1016097,0.0,0.0801205,0.3319879,0.6812015,0.352786,0.8333333
20080,pop,0.5788403,0.6139324,0.5454545,0.7887182,0.0,0.0645382,0.0358149,0.0001761,0.1064257,0.123108,0.543759,0.4797629,0.5
20081,latin,0.7253306,0.3498862,0.7272727,0.7646418,1.0,0.0936146,0.3531187,0.0,0.2289157,0.5075681,0.5908142,0.3129951,0.6666667
20082,rock,0.4252289,0.4519041,0.0909091,0.6988035,1.0,0.0405929,0.6418511,0.0002616,0.0962851,0.1695257,0.794944,0.417923,0.1666667
20083,latin,0.5615463,0.925987,0.9090909,0.8482493,1.0,0.0381984,0.0002284,0.0694165,0.1445783,0.1614531,0.5810526,0.5404138,0.6666667
20084,pop,0.6653103,0.8589753,0.0,0.88274,1.0,0.1892816,0.3380282,0.0,0.0950803,0.7103935,0.521539,0.3639478,0.5
20085,latin,0.5808749,0.7549571,0.0909091,0.807598,1.0,0.0838084,0.1428571,2.52e-05,0.1365462,0.8829465,0.4901249,0.7240283,0.6666667
20086,rap,0.8931841,0.519916,0.8181818,0.8144501,1.0,0.1493729,0.2193159,0.0,0.1194779,0.3400605,0.50395,0.533635,0.3333333
20087,rock,0.25941,0.4299002,0.8181818,0.710014,1.0,0.0367161,0.5492958,1.91e-05,0.188755,0.5509586,0.7458139,0.3772075,0.1666667
20088,latin,0.8148525,0.8389718,0.0909091,0.9048258,0.0,0.2736602,0.0207243,7.75e-05,0.0949799,0.7991927,0.7718931,0.4379576,0.6666667
20089,latin,0.6490336,0.805966,0.5454545,0.8128994,1.0,0.0342075,0.0033501,0.138833,0.0842369,0.4026236,0.6039582,0.3727214,0.6666667
20090,rock,0.4415056,0.976996,0.1818182,0.8717599,1.0,0.0896237,0.0018813,0.167002,0.3483936,0.0947528,0.582165,0.5702497,0.1666667
20091,latin,0.698881,0.7919636,0.4545455,0.9156801,1.0,0.0515393,0.1921529,0.0,0.1676707,0.6770938,0.4540935,0.4092758,0.6666667
20092,pop,0.698881,0.7359538,0.9090909,0.8165245,1.0,0.1208666,0.165996,0.0050503,0.0713855,0.4530777,0.4592512,0.4321617,0.5
20093,latin,0.7202442,0.1858575,0.8181818,0.7856799,0.0,0.0481186,0.8732394,0.0,0.0782129,0.3239152,0.3293546,0.2960374,0.6666667
20094,edm,0.8697864,0.4529043,0.3636364,0.7870419,0.0,0.0628278,0.443662,0.7414487,0.3845382,0.3572149,0.4769264,0.3569977,0.8333333
20095,edm,0.7080366,0.4038957,0.6363636,0.749869,0.0,0.0475485,0.1559356,0.0119718,0.2289157,0.1170535,0.5450893,0.3464841,0.8333333
20096,rap,0.8942014,0.4178981,0.9090909,0.7236343,0.0,0.06374,0.5754527,0.0,0.1074297,0.7023209,0.4541071,0.2631323,0.3333333
20097,pop,0.5645982,0.8129673,0.0,0.8519163,1.0,0.0376283,0.0202213,0.0,0.1656627,0.4389506,0.5676861,0.4069987,0.5
20098,rap,0.8809766,0.7189508,0.5454545,0.887329,0.0,0.2006842,0.3843058,0.0,0.2369478,0.5418769,0.5813205,0.421037,0.3333333
20099,rock,0.6327569,0.8289701,0.4545455,0.8735411,1.0,0.0337514,0.0725352,0.0002877,0.1797189,0.4187689,0.5243585,0.6316732,0.1666667
20100,pop,0.8667345,0.9109844,1.0,0.833707,0.0,0.1550741,0.0452716,0.0038531,0.3072289,0.8546922,0.5949004,0.423425,0.5
20101,pop,0.4008138,0.6609407,0.3636364,0.7913166,1.0,0.2200684,0.010161,0.0,0.3443775,0.3380424,0.6802299,0.5001596,0.5
20102,rock,0.5869786,0.7509564,0.3636364,0.8618276,1.0,0.0384265,0.0085513,0.0,0.7781124,0.6004036,0.5001862,0.414083,0.1666667
20103,rock,0.5523906,0.7149501,0.1818182,0.787,1.0,0.0405929,0.0193159,0.0,0.2570281,0.4722503,0.5630414,0.3443744,0.1666667
20104,edm,0.8128179,0.5889281,0.6363636,0.7513987,1.0,0.0697834,0.0133803,0.9295775,0.1024096,0.2885974,0.5674909,0.9563068,0.8333333
20105,latin,0.7629705,0.8789788,0.0,0.8977223,0.0,0.0469783,0.5060362,6.34e-05,0.1044177,0.9061554,0.4767811,0.456807,0.6666667
20106,edm,0.6856562,0.8689771,0.6363636,0.873583,0.0,0.0475485,0.000671,0.6076459,0.0654618,0.0716448,0.5802535,0.3644343,0.8333333
20107,rap,0.9501526,0.7349536,0.0909091,0.8335603,1.0,0.286203,0.0311871,9.1e-06,0.1074297,0.7749748,0.4602365,0.5237481,0.3333333
20108,edm,0.4750763,0.7289526,0.0,0.8853383,1.0,0.3922463,0.0724346,0.0,0.3915663,0.7255298,0.3542261,0.3954244,0.8333333
20109,pop,0.7090539,0.7699597,0.0,0.8930704,1.0,0.0372862,0.0037626,0.0,0.0425703,0.7547931,0.463115,0.408941,0.5
20110,edm,0.6805697,0.8739779,0.1818182,0.9025208,0.0,0.0509692,0.0199195,3e-06,0.0767068,0.5691221,0.5725169,0.3332711,0.8333333
20111,pop,0.7700916,0.6719426,0.0,0.8365778,0.0,0.108894,0.0187123,0.0,0.1586345,0.3854692,0.5084903,0.4816313,0.5
20112,edm,0.5412004,0.7919636,0.2727273,0.8774805,1.0,0.0449259,0.027163,2e-06,0.1014056,0.3834511,0.5811026,0.389683,0.8333333
20113,latin,0.6073245,0.8599755,0.0909091,0.9247742,1.0,0.0525656,0.1971831,0.0,0.0876506,0.8254289,0.7812279,0.3631693,0.6666667
20114,latin,0.4374364,0.88598,0.0,0.8515181,1.0,0.0944128,0.045171,0.0,0.088253,0.815338,0.8507528,0.5608299,0.6666667
20115,rock,0.2573754,0.8909809,0.8181818,0.8115374,1.0,0.0893957,0.0040141,0.0008189,0.1967871,0.8446014,0.7753619,0.5508651,0.1666667
20116,rap,0.768057,0.6039307,0.0909091,0.859376,1.0,0.4754846,0.3843058,0.0,0.125502,0.6690212,0.4470243,0.4283821,0.3333333
20117,edm,0.82706,0.982997,0.0909091,0.8577206,1.0,0.1744584,0.0017807,0.5492958,0.5040161,0.7769929,0.5675635,0.455577,0.8333333
20118,latin,0.7039674,0.8299702,0.4545455,0.8823418,0.0,0.036488,0.3490946,2e-06,0.1114458,0.9697275,0.508631,0.4614799,0.6666667
20119,latin,0.8158698,0.8779786,0.4545455,0.9261991,0.0,0.0432155,0.0169014,0.0001278,0.1194779,0.7669021,0.4539073,0.365894,0.6666667
20120,edm,0.5137335,0.7739604,0.8181818,0.9224273,0.0,0.0641961,0.0923541,0.0,0.2078313,0.394551,0.5720447,0.3483759,0.8333333
20121,rock,0.7955239,0.7239517,0.8181818,0.7991744,0.0,0.0340935,0.6177062,0.0070825,0.1104418,0.9717457,0.517825,0.437257,0.1666667
20122,latin,0.8585961,0.7569575,0.0909091,0.8766842,0.0,0.0596351,0.0950704,0.0,0.1606426,0.5368315,0.4312197,0.4206477,0.6666667
20123,rock,0.5412004,0.9349886,0.1818182,0.8663747,1.0,0.1470924,0.0001006,0.0,0.0992972,0.3279516,0.5992999,0.485483,0.1666667
20124,latin,0.671414,0.8669767,0.5454545,0.8834943,0.0,0.1322691,0.110664,0.0,0.0369478,0.3804238,0.4223934,0.3434733,0.6666667
20125,edm,0.3774161,0.8659765,0.5454545,0.8403076,0.0,0.0644242,0.0072938,0.6921529,0.4769076,0.0606458,0.634446,0.3003834,0.8333333
20126,edm,0.7121058,0.9739954,0.5454545,0.875846,0.0,0.1254276,0.048994,0.0309859,0.4477912,0.6316852,0.5812478,0.4155232,0.8333333
20127,pop,0.7131231,0.9269872,0.4545455,0.9060202,0.0,0.0734322,0.3118712,0.0,0.0507028,0.839556,0.5447896,0.3980654,0.5
20128,edm,0.6205493,0.8079664,0.0,0.8048111,1.0,0.1995439,0.2937626,0.0262575,0.3534137,0.209889,0.5812115,0.335661,0.8333333
20129,rock,0.2980671,0.9169855,0.0909091,0.859376,1.0,0.1619156,0.0013883,0.0,0.25,0.4520686,0.612453,0.4068488,0.1666667
20130,edm,0.7385554,0.7629585,0.3636364,0.8292857,1.0,0.1005701,0.527163,3e-06,0.0946787,0.5206862,0.5812433,0.3042214,0.8333333
20131,rock,0.733469,0.8499737,0.8181818,0.8011651,1.0,0.0377423,0.1911469,0.0038833,0.0783133,0.8809284,0.6450884,0.5254861,0.1666667
20132,latin,0.5920651,0.6759433,0.0909091,0.8117889,0.0,0.286203,0.3672032,0.0,0.1034137,0.4974773,0.823761,0.3925848,0.6666667
20133,edm,0.6632757,0.7509564,0.5454545,0.7987972,0.0,0.0420753,0.1126761,0.5955734,0.1024096,0.0402624,0.5540199,0.4553784,0.8333333
20134,rap,0.6520855,0.6789438,0.4545455,0.8278608,1.0,0.1345496,0.0043561,1e-06,0.2168675,0.3420787,0.5677133,0.450542,0.3333333
20135,rap,0.8321465,0.4389018,1.0,0.819982,1.0,0.2622577,0.0564386,0.0,0.1365462,0.4106963,0.6124121,0.3537845,0.3333333
20136,pop,0.750763,0.7739604,0.0909091,0.838757,1.0,0.0393387,0.1317907,0.0,0.0934739,0.2088799,0.4540072,0.3077344,0.5
20137,edm,0.6205493,0.6449379,0.0909091,0.8530688,1.0,0.0738883,0.3088531,0.0,0.1987952,0.4036327,0.5724216,0.3258578,0.8333333
20138,pop,0.6388606,0.5929288,0.7272727,0.8677577,1.0,0.0368301,0.0935614,2e-06,0.0963855,0.1049445,0.5676498,0.3761449,0.5
20139,pop,0.6266531,0.8269697,0.0909091,0.8530478,1.0,0.1220068,0.0156942,0.0,0.0527108,0.5620585,0.5902602,0.335663,0.5
20140,rock,0.4771109,0.9689946,0.0,0.9267858,1.0,0.0671608,0.0090543,1.11e-05,0.3473896,0.4803229,0.7447923,0.3493646,0.1666667
20141,pop,0.595117,0.6849449,0.0909091,0.8372902,0.0,0.0572406,0.3903421,0.0,0.1104418,0.4641776,0.6627999,0.3697339,0.5
20142,edm,0.716175,0.3318831,1.0,0.6928106,0.0,0.0933865,0.0131791,0.8752515,0.0912651,0.2785066,0.5449122,0.944495,0.8333333
20143,pop,0.5686673,0.8289701,0.5454545,0.8025271,0.0,0.0464082,0.0049899,0.006006,0.0502008,0.4672048,0.5926484,0.883708,0.5
20144,rock,0.8341811,0.5279174,0.8181818,0.7390357,1.0,0.0366021,0.11167,0.0187123,0.2580321,0.9394551,0.5452436,0.5218018,0.1666667
20145,latin,0.8585961,0.7169505,0.6363636,0.8696226,1.0,0.0446978,0.0097183,0.0,0.3453815,0.9737639,0.6586319,0.3796734,0.6666667
20146,rock,0.6612411,0.9209862,0.8181818,0.8472644,1.0,0.040935,0.0008028,0.0299799,0.1345382,0.653885,0.5439224,0.6205932,0.1666667
20147,edm,0.6266531,0.9489911,0.0909091,0.8897597,0.0,0.0622577,0.0069819,0.0100302,0.3694779,0.1019173,0.5903102,0.4853642,0.8333333
20148,edm,0.6856562,0.8659765,0.0909091,0.8395113,1.0,0.0440137,0.0013883,0.7032193,0.3845382,0.0379415,0.581207,0.5843405,0.8333333
20149,latin,0.6113937,0.7939639,0.6363636,0.8508266,0.0,0.0765108,0.0099296,1e-06,0.3895582,0.2462159,0.5178886,0.415459,0.6666667
20150,latin,0.8118006,0.59993,0.2727273,0.859816,0.0,0.1322691,0.667002,3e-06,0.12249,0.9273461,0.3903574,0.5207158,0.6666667
20151,rock,0.4577823,0.8719776,0.6363636,0.8703979,1.0,0.0402509,0.0018109,1.61e-05,0.0836345,0.3995964,0.7085475,0.526683,0.1666667
20152,rock,0.7375381,0.582927,0.0909091,0.7649561,0.0,0.0483466,0.3018109,0.0002163,0.0667671,0.7719475,0.3631477,0.417197,0.1666667
20153,rap,0.878942,0.3898932,0.0,0.8571758,1.0,0.1459521,0.4788732,0.0,0.0957831,0.1059536,0.6356174,0.3784025,0.3333333
20154,rap,0.819939,0.5869277,0.8181818,0.85156,1.0,0.3192702,0.1760563,0.0,0.2640562,0.580222,0.7175054,0.5469473,0.3333333
20155,edm,0.7344863,0.8269697,0.0909091,0.8370597,0.0,0.0751425,0.0849095,9.15e-05,0.0656627,0.3491423,0.5534388,0.3774819,0.8333333
20156,latin,0.7416073,0.8329708,0.7272727,0.8422773,1.0,0.1733181,0.1066398,0.0,0.4648594,0.9243189,0.7812415,0.4409821,0.6666667
20157,pop,0.8514751,0.6099317,0.0,0.8371435,1.0,0.1664766,0.305835,8e-06,0.0788153,0.8496468,0.6678078,0.3131819,0.5
20158,pop,0.6144456,0.6869452,0.8181818,0.6814324,0.0,0.0513113,0.4818913,0.9557344,0.1044177,0.1200807,0.485335,0.6640334,0.5
20159,latin,0.6866734,0.359888,0.0909091,0.833728,0.0,0.1277081,0.6740443,0.0,0.1596386,0.5580222,0.2947578,0.300759,0.6666667
20160,rock,0.6876907,0.5019128,0.1818182,0.650022,1.0,0.0309008,0.0839034,3.52e-05,0.0678715,0.9727548,0.4077874,0.267414,0.1666667
20161,edm,0.6225839,0.279874,0.0,0.7920709,1.0,0.0494869,0.9376258,0.0,0.0883534,0.3905146,0.3305078,0.4083747,0.8333333
20162,rock,0.4323499,0.8699772,1.0,0.9149257,1.0,0.050171,0.0454728,0.0,0.0814257,0.3572149,0.8055318,0.4825655,0.1666667
20163,latin,0.5239064,0.8119671,0.6363636,0.8672548,0.0,0.4116306,0.4134809,0.0,0.1014056,0.7860747,0.7717569,0.416582,0.6666667
20164,rap,0.6327569,0.8669767,0.0909091,0.8622677,1.0,0.1018244,0.11167,0.0001046,0.3473896,0.3420787,0.6356855,0.6369417,0.3333333
20165,pop,0.5127162,0.4589053,0.0,0.8154768,0.0,0.0326112,0.6529175,1.01e-05,0.1927711,0.2623613,0.5641856,0.4048111,0.5
20166,latin,0.7629705,0.6319356,0.6363636,0.7913794,1.0,0.2451539,0.0001479,0.0005332,0.1084337,0.5368315,0.4494715,0.4110722,0.6666667
20167,rap,0.9287894,0.645938,0.0,0.8297886,1.0,0.1123147,0.0107646,0.0,0.3313253,0.6165489,0.5219703,0.3214924,0.3333333
20168,latin,0.8046796,0.7449554,1.0,0.8958573,0.0,0.0529076,0.3561368,2.92e-05,0.1044177,0.827447,0.4268474,0.3591989,0.6666667
20169,latin,0.6052899,0.9419898,0.5454545,0.8977432,0.0,0.0806157,0.004336,0.0843058,0.0987952,0.5539859,0.5674818,0.4251902,0.6666667
20170,edm,0.6103764,0.7279524,0.7272727,0.9080737,1.0,0.0485747,0.1096579,0.0,0.0998996,0.4631685,0.5808165,0.4147058,0.8333333
20171,edm,0.6795524,0.8109669,0.4545455,0.8994824,1.0,0.0448119,0.0279678,0.0147887,0.4769076,0.5832492,0.5904101,0.3779743,0.8333333
20172,rock,0.5798576,0.8939814,0.9090909,0.8647612,0.0,0.0510832,0.0029376,0.0003008,0.1094378,0.2906155,0.5449894,0.6470349,0.1666667
20173,pop,0.5981689,0.7929638,0.0909091,0.8831591,1.0,0.0472064,0.015996,0.0,0.0804217,0.4702321,0.4448405,0.3641171,0.5
20174,rock,0.3967447,0.3128798,0.1818182,0.7652495,1.0,0.0355758,0.7706237,0.0,0.1385542,0.1584258,0.3655858,0.4331562,0.1666667
20175,rap,0.8331638,0.7809617,0.0,0.8962136,1.0,0.0648803,0.3158954,0.0,0.1696787,0.3249243,0.7074896,0.3543197,0.3333333
20176,rock,0.370295,0.9529918,0.0909091,0.9031075,1.0,0.1072976,0.004497,0.0,0.2821285,0.556004,0.8543941,0.5025009,0.1666667
20177,rock,0.7049847,0.8759783,0.6363636,0.8759298,1.0,0.2576967,0.0565392,0.0,0.1094378,0.6034309,0.5451528,0.3785212,0.1666667
20178,edm,0.7609359,0.9209862,0.4545455,0.881357,1.0,0.0465222,0.006006,0.0921529,0.1335341,0.8738648,0.5719585,0.5037991,0.8333333
20179,rap,0.8219736,0.7709599,0.9090909,0.902898,0.0,0.1653364,0.1217304,0.0,0.0563253,0.7336024,0.413372,0.3424573,0.3333333
20180,pop,0.6063072,0.856975,0.0909091,0.8387989,1.0,0.0352338,0.0953722,0.0043863,0.0865462,0.5933401,0.4858253,0.4948911,0.5
20181,rap,0.8219736,0.5779261,0.8181818,0.8172998,0.0,0.4595211,0.4255533,0.0,0.125502,0.6579213,0.4224298,0.4520698,0.3333333
20182,pop,0.5371312,0.8439727,0.1818182,0.8665214,1.0,0.1824401,0.0765594,0.0,0.1335341,0.5862765,0.6720393,0.3970845,0.5
20183,edm,0.7639878,0.7389543,0.0,0.8391342,0.0,0.0807298,0.0765594,0.8913481,0.1074297,0.6972755,0.5676044,0.4442712,0.8333333
20184,pop,0.7527976,0.4979121,1.0,0.8332251,0.0,0.0519954,0.017002,0.002837,0.3202811,0.6579213,0.4450175,0.3951636,0.5
